vin,make,year,Model,auto_id,owner_id,DriveTrain,EngineType,transmission,ExteriorColor,InteriorColor,created_at,updated_at
DB2JXBWBLCL09FJFU,Contoso Motors,2016,Sedan,146,207,AWD,12 Cylinder,Manual,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HUSDFMYIX8AUMMBSZ,Contoso Motors,2007,Hatchback,147,583,FWD,6 Cylinder,Automatic,Deep Blue,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
A850GFNHN2T5ZBWLU,Contoso Motors,2016,Minivan,148,148,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
X87GMLMPI3N3452EH,Contoso Motors,2011,Crossover,149,91,FWD,Electric,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
KJTMQ3YDP3J4E0AUM,Contoso Motors,2005,Crossover,150,93,FWD,6 Cylinder,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
FXM5KQA4V1RLWO50C,Contoso Motors,2012,Commercial,151,679,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LI496C6SXJN1DYY8R,Contoso Motors,2013,Convertible 2DR,152,152,FWD,Hybrid,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3KU61YXFMS3SB9VYH,Contoso Motors,2007,Coupe,153,891,FWD,4 Cylinder,Manual,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HO0BS98YQQ93PNGOM,Contoso Motors,2013,Hybrid,154,154,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MCSX0IY7P1G69F443,Contoso Motors,2007,Truck,155,643,RWD,12 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
X7MUMNEC7K6AVZTA8,Contoso Motors,2014,Hatchback,156,771,FWD,6 Cylinder,Automatic,Deep Blue,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0NJ3E4WL55FTM9EJ6,Contoso Motors,2015,Sedan,157,386,AWD,12 Cylinder,Manual,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
G8VIZT4JT1BG4XGEZ,Contoso Motors,2005,Sedan,158,446,FWD,12 Cylinder,Manual,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9SYGOXZYVTWS1RXQR,Contoso Motors,2016,Sedan,159,515,FWD,10 Cylinder,Manual,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AIMYX6V6VUQQ6NJBO,Contoso Motors,2016,Hatchback,160,967,AWD,6 Cylinder,Automatic,Deep Blue,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
16K43B9EXZJ2XJTPJ,Contoso Motors,2005,Truck,161,890,FWD,12 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HS8OGPYC88OR70ELE,Contoso Motors,2006,Truck,162,27,AWD,12 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
74J2KIPUKN126DB68,Contoso Motors,2004,Coupe,163,131,FWD,4 Cylinder,Manual,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3MLZGU0B95D1V3MZS,Contoso Motors,2013,Hybrid,164,164,FWD,Hybrid,Semi-Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
N81KF5CPUBAPCNID8,Contoso Motors,2013,SUV,165,103,FWD,Hybrid,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5YHTI7I7HUGG0QAU7,Contoso Motors,2012,Commercial,166,694,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
FBQ93S6GERDWDGI3B,Contoso Motors,2013,Convertible 2DR,167,167,AWD,Hybrid,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JLUW83P79X3MWNGQ3,Contoso Motors,2005,SUV,168,110,FWD,4 Cylinder,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
QJ30CU7JAYM60OIG4,Contoso Motors,2011,SUV,169,113,RWD,4 Cylinder,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
BTQDYNLSULF1I6XSY,Contoso Motors,2011,Minivan,170,170,FWD,6 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5DD9KEOGLLIQ68U1V,Contoso Motors,2004,Crossover,171,117,AWD,6 Cylinder,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
VXPIIX3G3WFJQQGJP,Contoso Motors,2011,Minivan,172,172,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
FJ80LSTGDWVA9R23E,Contoso Motors,2005,SUV,173,158,FWD,Hybrid,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2OFBAAU8GA3IORDDJ,Contoso Motors,2005,Minivan,174,174,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9J2KVIVC0M0MX0C7J,Contoso Motors,2007,Minivan,175,175,FWD,6 Cylinder,Automatic,Midnight Black,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DW8HNGPJFSUCSJQ45,Contoso Motors,2016,Minivan,176,176,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
HM2PUCY2VW99H5LJP,Contoso Motors,2011,Minivan,177,177,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZV6LW5PM03ILMLXQ8,Contoso Motors,2005,Minivan,178,178,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
O49ITMGKTW81HWWV1,Contoso Motors,2007,Sedan,179,566,AWD,10 Cylinder,Manual,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
M7SFAP1ED7VNVNWXF,Contoso Motors,2015,Wagon,180,10,AWD,6 Cylinder,Automatic,Deep Blue,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
KYCXVEM3JY5QN6JCU,Contoso Motors,2013,Sedan,181,626,FWD,10 Cylinder,Manual,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6M8D18I4CCYRZH4LO,Contoso Motors,2016,Sedan,182,831,FWD,10 Cylinder,Manual,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
36NUFUIMP760EPS2D,Contoso Motors,2009,SUV,183,262,AWD,Hybrid,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XUE4MP2SHKKTSPQBB,Contoso Motors,2009,Truck,184,130,FWD,12 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GHLUB6ONKMOSI7E77,Contoso Motors,2014,Truck,185,11,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JEVBYNRKCFY0AXG4M,Contoso Motors,2016,Hatchback,186,19,FWD,6 Cylinder,Automatic,Deep Blue,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DXWRKFLC7Z7DIB5B9,Contoso Motors,2004,Hatchback,187,395,FWD,6 Cylinder,Automatic,Deep Blue,Silverstone,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1SZ0YBL52GH4DU6R4,Contoso Motors,2015,Minivan,188,188,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6PQGV44MP0RW7K19T,Contoso Motors,2004,Minivan,189,189,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
G6X4F0WSMSM8R3RN0,Contoso Motors,2016,SUV,190,310,FWD,4 Cylinder,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DSMFG6SQSPZG5TK43,Contoso Motors,2013,Hatchback,191,403,AWD,6 Cylinder,Automatic,Deep Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2UM8372QJ1AUJ4V9H,Contoso Motors,2016,Truck,192,251,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
W9FTHG27LZN1YWO0Y,Contoso Motors,2004,Crossover,193,5,FWD,Electric,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
C3TJEP9O4OHLFOYEK,Contoso Motors,2004,Sedan,194,899,FWD,10 Cylinder,Manual,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YDBOVMH3U2UZT76UA,Contoso Motors,2007,Hatchback,195,191,FWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TSH5CTQ742NK69LT0,Contoso Motors,2005,Minivan,196,196,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8OMCL3LGI7XNCC21U,Contoso Motors,2014,Crossover,197,29,FWD,Hybrid,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
U30I1WB31T9XBKCMY,Contoso Motors,2011,Crossover,198,53,FWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
550JLST7HPQGU70AN,Contoso Motors,2012,Commercial,199,742,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1SJG95N3TFJLZL4CY,Contoso Motors,2004,Convertible 2DR,200,200,AWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
M3T7ZNZQJDDLJ7XQ9,Contoso Motors,2005,Coupe,201,345,AWD,4 Cylinder,Manual,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MGQP7XL2GZFICD0QY,Contoso Motors,2013,Hybrid,202,202,FWD,Hybrid,Semi-Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
K3HRWTZJT22XAPRBY,Contoso Motors,2010,Truck,203,498,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
XI9TFYQUDKQWA44IS,Contoso Motors,2013,Hatchback,204,387,AWD,6 Cylinder,Automatic,Racing Green,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JVBSIRUIUUIRT2Z3A,Contoso Motors,2013,Sedan,205,215,AWD,10 Cylinder,Manual,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
U3Q20OC4V7OVZQD64,Contoso Motors,2013,Sedan,206,523,RWD,12 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3RULDLY2XJX5W03EH,Contoso Motors,2015,Sedan,207,574,AWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ANNL32RN5YYDC1616,Contoso Motors,2005,Wagon,208,618,FWD,6 Cylinder,Automatic,Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8KQI9U6PZ45G0G46X,Contoso Motors,2013,Truck,209,259,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
IEYRW40VBV7K32V6L,Contoso Motors,2015,Truck,210,746,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AAJQER5038Q78UOTV,Contoso Motors,2004,Coupe,211,489,AWD,4 Cylinder,Manual,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SZVVERBWRBYG17PTU,Contoso Motors,2013,Hybrid,212,212,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PGCWPNBZ6LQ21PF9T,Contoso Motors,2014,Crossover,213,77,FWD,8 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2F542XPU60LRXCNNQ,Contoso Motors,2012,Commercial,214,790,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
LP9A6PXHGPDYCT154,Contoso Motors,2016,Convertible 2DR,215,215,FWD,Hybrid,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9IHEP7L28HBMWVEY7,Contoso Motors,2013,Crossover,216,123,FWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RQ32V8PDJTE5UQSHQ,Contoso Motors,2006,SUV,217,135,AWD,Hybrid,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
KFMFVCNXDSN30IXN0,Contoso Motors,2005,Minivan,218,218,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
351ZSO5XWXYCUVQQ6,Contoso Motors,2010,Crossover,219,171,AWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
KULCBKCPR7KCYNL57,Contoso Motors,2016,Minivan,220,220,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
H89VPI708KGT4QQJR,Contoso Motors,2011,SUV,221,557,FWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZV42JTYUZYXLS0H7C,Contoso Motors,2005,Minivan,222,222,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SH0L79SV2VCIO9ZTF,Contoso Motors,2006,Minivan,223,223,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Z3YMNSOQZ4UBN5APB,Contoso Motors,2007,Minivan,224,224,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DRT0Q802HU1LZCI3T,Contoso Motors,2004,Minivan,225,225,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PJC90C6A84L8CREMC,Contoso Motors,2005,Minivan,226,226,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
QXZKFBIB1W26O5FAE,Contoso Motors,2005,Sedan,227,634,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8FVWUY730VQZF3XOV,Contoso Motors,2014,Hatchback,228,627,FWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
G6RY4WQF149EB309W,Contoso Motors,2016,Sedan,229,694,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ZZJUOWYKRXM8J0HOL,Contoso Motors,2006,Sedan,230,763,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
217YAFI9N5U8ERPL0,Contoso Motors,2005,Crossover,231,709,FWD,8 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
2559R3T5JMAMOQCYW,Contoso Motors,2011,Truck,232,267,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
39GWXOGV27KIR9CZF,Contoso Motors,2007,Truck,233,48,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
N7E1ZLIBFDRZUY1F9,Contoso Motors,2007,Hatchback,234,763,FWD,6 Cylinder,Automatic,Racing Green,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7Z63SN96WUO9078UC,Contoso Motors,2013,Hatchback,235,3,FWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CR8AEJHPJPX0RFDJT,Contoso Motors,2016,Minivan,236,236,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6KG3RFCNVM8D5XAU6,Contoso Motors,2011,Minivan,237,237,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RMMFWD5RYX9QPR2O1,Contoso Motors,2011,Crossover,238,733,FWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
EOFJ9EE8WHS5576FJ,Contoso Motors,2014,Hatchback,239,199,FWD,6 Cylinder,Automatic,Racing Green,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
O3FNJ4LMVTQ460NE3,Contoso Motors,2005,Truck,240,113,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
OEEU3LFOJYUECCAY2,Contoso Motors,2004,Crossover,241,757,AWD,6 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
NIBPFRW6PF3AJYC78,Contoso Motors,2007,Sedan,242,907,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7B4PZSBEHHGQ9TL4G,Contoso Motors,2005,Wagon,243,626,FWD,6 Cylinder,Automatic,Volcanic Orange,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
36A60Q4A10EZSSUAF,Contoso Motors,2004,Minivan,244,244,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
JQ6T0KZ77C142FJS2,Contoso Motors,2007,Crossover,245,781,FWD,Electric,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
YBCR5S7UHQTERSRBP,Contoso Motors,2007,Crossover,246,803,FWD,6 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ID4NDGXOUECEEMCSP,Contoso Motors,2012,Commercial,247,838,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GGMI6EAOC7T5DPOBB,Contoso Motors,2011,Convertible 2DR,248,248,FWD,8 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
W480F2A76XNQYE8ZR,Contoso Motors,2007,Coupe,249,499,FWD,4 Cylinder,Manual,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DZ42BCLDOEMFZ6MIG,Contoso Motors,2013,Hybrid,250,250,FWD,Hybrid,Semi-Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7NNQ0XE3WYY1STK76,Contoso Motors,2007,Truck,251,114,AWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
U4AS6E41OZTT9F8PQ,Contoso Motors,2012,Hatchback,252,635,FWD,6 Cylinder,Automatic,Electric Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
D284BARJKP9IH5RPO,Contoso Motors,2014,Sedan,253,79,AWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
MDVGCN46K837U7BJX,Contoso Motors,2013,Sedan,254,147,FWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
ROEKFVU4RPFJUEWL5,Contoso Motors,2007,Sedan,255,463,FWD,6 Cylinder,Automatic,Silver,Ivory,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5OEH6YE41ZVOQXUX4,Contoso Motors,2016,Hatchback,256,11,AWD,6 Cylinder,Automatic,Electric Blue,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
8PX8ZFK0BBI26OW1K,Contoso Motors,2016,Truck,257,192,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
SOQ4O5DGEH8RY9ILH,Contoso Motors,2015,Truck,258,232,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4OGNOAI6V5FROIVFK,Contoso Motors,2004,Coupe,259,547,AWD,4 Cylinder,Manual,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
0AWR3XIDJ1U1BMKQA,Contoso Motors,2013,Hybrid,260,260,FWD,Hybrid,Semi-Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
RVRUL4C54YEE6RME2,Contoso Motors,2014,SUV,261,815,FWD,Hybrid,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DQA4I40H1JH2L643H,Contoso Motors,2012,Commercial,262,967,AWD,8 Cylinder,Automatic,Gray,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
29B894VC3B79UHWBP,Contoso Motors,2007,Convertible 2DR,263,263,FWD,Electric,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
PE6UI0UM05MWMIACN,Contoso Motors,2006,Crossover,264,851,FWD,4 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
AV9M6DEWSQUX2VB4L,Contoso Motors,2007,SUV,265,863,AWD,Hybrid,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9Q7NP86FNK8UMZC74,Contoso Motors,2005,Minivan,266,266,FWD,6 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DZVFKZ3ZCSSWDFAFU,Contoso Motors,2004,SUV,267,897,AWD,8 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
1Q2FOUKE63J7OK3LI,Contoso Motors,2007,Minivan,268,268,FWD,6 Cylinder,Automatic,Deep Blue,Brown,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6P471QFZWFQHWFMKI,Contoso Motors,2014,SUV,269,921,FWD,Hybrid,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
C27GX6BM2GYV9HX9Y,Contoso Motors,2005,Minivan,270,270,FWD,6 Cylinder,Automatic,White Silver,Smoke White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
4DU5NJMFVRKIM3P1O,Contoso Motors,2012,Minivan,271,271,FWD,6 Cylinder,Automatic,Racing Green,Beige,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
6BTD6NHP7DS1W7SJX,Contoso Motors,2016,Minivan,272,272,FWD,6 Cylinder,Automatic,Blazing Gray,Nutmeg,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7012NSYW542KZM7WE,Contoso Motors,2011,Minivan,273,273,FWD,6 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
GYTKQ1BS38TKLCCBM,Contoso Motors,2013,Minivan,274,274,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
TL2YQRP3GMW2FC2KX,Contoso Motors,2009,Sedan,275,62,AWD,4 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
E8DCZDDLIWCKVCVHU,Contoso Motors,2013,Hatchback,276,447,FWD,6 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
722BH1XOFDHU03YB9,Contoso Motors,2007,Sedan,277,131,AWD,4 Cylinder,Automatic,Electric Blue,Red,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
CQLGZP7J9WH1B4ZRE,Contoso Motors,2005,Sedan,278,182,FWD,4 Cylinder,Automatic,Volcanic Orange,White,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
DBM9C43ALR2DRYF8S,Contoso Motors,2011,SUV,279,945,FWD,Electric,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Q9Y2DLKX0V567FIJN,Contoso Motors,2004,Truck,280,233,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
870I604O4BXFLA721,Contoso Motors,2004,Truck,281,288,FWD,6 Cylinder,Automatic,Black,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
WORG68Z2PLTNZDBI7,Contoso Motors,2006,Hatchback,282,3,AWD,4 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
9C2RHVRVLMEJDBXLP,Contoso Motors,2015,Wagon,283,12,FWD,4 Cylinder,Automatic,Blazing Gray,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
E45JME5KYJF6ICLUD,Contoso Motors,2005,Minivan,284,284,FWD,6 Cylinder,Automatic,Thunder Gray,Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
7M05O1PNOJUW5VR9D,Contoso Motors,2007,Minivan,285,285,FWD,6 Cylinder,Automatic,Pepper White,Dark Gray,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
3QN85DCQ8IBUUBA0Y,Contoso Motors,2014,SUV,286,969,AWD,Hybrid,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
5FY0WL5EQPVD9LKYW,Contoso Motors,2012,Hatchback,287,51,FWD,4 Cylinder,Automatic,Pepper White,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
B2UC9Q15DWAPBP2VR,Contoso Motors,2016,Truck,288,347,AWD,6 Cylinder,Automatic,Silver,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
Y8TWTEKBBH8CNEKI8,Contoso Motors,2007,SUV,289,133,AWD,6 Cylinder,Automatic,Chili Red,Black,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
O9UGQ1PR18CQAEKVE,Contoso Motors,2016,Sedan,290,242,AWD,4 Cylinder,Automatic,Blue,Old Lace,2026-05-22 14:06:35.718300,2026-05-22 14:06:35.719893
